Days since last event;1-5;6-10;10-15;16-20;21-25;26-30;31-35;36-40;41-45;46-50;51-55;56-60;61-65;66-70;71-75
45;0.04599406528189911;0.039473684210526314;0.022988505747126436;0.043859649122807015;0.029411764705882353;0.08333333333333333;0.06976744186046512;0.07407407407407407;0.08;0.1111111111111111;0.2;0.05555555555555555;0.13333333333333333;0.09090909090909091;0.21428571428571427
46;0.046130952380952384;0.039473684210526314;0.023121387283236993;0.035398230088495575;0.029411764705882353;0.08333333333333333;0.06976744186046512;0.07407407407407407;0.08;0.07692307692307693;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
47;0.04341317365269461;0.04;0.023255813953488372;0.035398230088495575;0.029411764705882353;0.08333333333333333;0.06976744186046512;0.08;0.08;0.07692307692307693;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
48;0.04354354354354354;0.037162162162162164;0.023529411764705882;0.035398230088495575;0.029411764705882353;0.08333333333333333;0.07142857142857142;0.08;0.08;0.08;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
49;0.04216867469879518;0.03741496598639456;0.023668639053254437;0.03571428571428571;0.029411764705882353;0.08333333333333333;0.05;0.08;0.08;0.08;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
50;0.04229607250755287;0.03754266211604096;0.018292682926829267;0.02727272727272727;0.014925373134328358;0.0851063829787234;0.05;0.08;0.08;0.08;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
51;0.041033434650455926;0.03767123287671233;0.018292682926829267;0.02727272727272727;0.014925373134328358;0.08695652173913043;0.05128205128205128;0.08;0.08;0.08;0.2;0.05555555555555555;0.0;0.09090909090909091;0.21428571428571427
52;0.0410958904109589;0.03806228373702422;0.018404907975460124;0.027777777777777776;0.015151515151515152;0.08888888888888889;0.05128205128205128;0.041666666666666664;0.08;0.08;0.2;0.0625;0.0;0.1;0.21428571428571427
53;0.039816232771822356;0.03558718861209965;0.018518518518518517;0.02857142857142857;0.015151515151515152;0.08888888888888889;0.05128205128205128;0.041666666666666664;0.08;0.08;0.2;0.0625;0.0;0.1;0.21428571428571427
54;0.03852080123266564;0.03225806451612903;0.018633540372670808;0.028846153846153848;0.015384615384615385;0.08888888888888889;0.05128205128205128;0.041666666666666664;0.08;0.08;0.2;0.0625;0.0;0.1;0.21428571428571427
55;0.03875968992248062;0.03237410071942446;0.012658227848101266;0.02912621359223301;0.015384615384615385;0.08888888888888889;0.05128205128205128;0.043478260869565216;0.08;0.08333333333333333;0.2;0.06666666666666667;0.0;0.1;0.21428571428571427
56;0.038880248833592534;0.033210332103321034;0.01282051282051282;0.02912621359223301;0.015384615384615385;0.09090909090909091;0.05128205128205128;0.0;0.08;0.08333333333333333;0.2;0.06666666666666667;0.0;0.1111111111111111;0.21428571428571427
57;0.0390625;0.033582089552238806;0.012903225806451613;0.02912621359223301;0.015384615384615385;0.09090909090909091;0.05128205128205128;0.0;0.08;0.08333333333333333;0.2;0.06666666666666667;0.0;0.1111111111111111;0.21428571428571427
58;0.03937007874015748;0.034220532319391636;0.012903225806451613;0.029411764705882353;0.015384615384615385;0.09090909090909091;0.05405405405405406;0.0;0.08;0.08333333333333333;0.2;0.06666666666666667;0.0;0.1111111111111111;0.21428571428571427
59;0.03803486529318542;0.034482758620689655;0.006578947368421052;0.030612244897959183;0.015873015873015872;0.09090909090909091;0.05555555555555555;0.0;0.08;0.08695652173913043;0.2;0.06666666666666667;0.0;0.1111111111111111;0.21428571428571427
60;0.03827751196172249;0.03461538461538462;0.006622516556291391;0.030927835051546393;0.015873015873015872;0.09090909090909091;0.05555555555555555;0.0;0.08;0.08695652173913043;0.2;0.0;0.0;0.1111111111111111;0.21428571428571427
61;0.037037037037037035;0.03474903474903475;0.006756756756756757;0.03125;0.015873015873015872;0.09090909090909091;0.05555555555555555;0.0;0.08;0.08695652173913043;0.2;0.0;0.0;0.1111111111111111;0.23076923076923078
62;0.037096774193548385;0.03557312252964427;0.006802721088435374;0.031578947368421054;0.015873015873015872;0.09302325581395349;0.05555555555555555;0.0;0.08;0.08695652173913043;0.2;0.0;0.0;0.1111111111111111;0.23076923076923078
63;0.037337662337662336;0.03557312252964427;0.006802721088435374;0.031578947368421054;0.016129032258064516;0.09523809523809523;0.05714285714285714;0.0;0.08;0.08695652173913043;0.2;0.0;0.0;125;0.23076923076923078
64;0.03770491803278689;36;0.00684931506849315;0.031578947368421054;0.016129032258064516;0.09523809523809523;0.05714285714285714;0.0;0.08;0.09090909090909091;0.2;0.0;0.0;125;0.23076923076923078
65;0.037953795379537955;0.036290322580645164;0.006944444444444444;0.031578947368421054;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09090909090909091;0.2;0.0;0.0;125;0.16666666666666666
66;0.03672787979966611;0.03643724696356275;0.007042253521126761;0.031578947368421054;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09090909090909091;0.2;0.0;0.0;125;0.16666666666666666
67;0.03691275167785235;0.03643724696356275;0.0070921985815602835;0.031578947368421054;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09090909090909091;0.2;0.0;0.0;125;0.16666666666666666
68;0.03709949409780776;0.036734693877551024;0.0070921985815602835;0.031914893617021274;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09090909090909091;0.2;0.0;0.0;125;0.16666666666666666
69;0.03741496598639456;0.036734693877551024;0.0070921985815602835;0.021505376344086023;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09523809523809523;0.2;0.0;0.0;125;0.16666666666666666
70;0.03754266211604096;0.037037037037037035;0.007246376811594203;0.021739130434782608;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.09523809523809523;0.2;0.0;0.0;125;0.16666666666666666
71;0.03754266211604096;0.0375;0.007246376811594203;0.021739130434782608;0.016129032258064516;0.0975609756097561;0.05714285714285714;0.0;0.08333333333333333;0.1;0.1111111111111111;0.0;0.0;125;0.16666666666666666
72;0.036020583190394515;0.037815126050420166;0.007246376811594203;0.02197802197802198;0.01639344262295082;75;0.058823529411764705;0.0;0.08333333333333333;0.1;125;0.0;0.0;125;0.16666666666666666
73;0.03620689655172414;0.038135593220338986;0.0072992700729927005;0.022222222222222223;0.01639344262295082;75;0.058823529411764705;0.0;0.08333333333333333;0.1;125;0.0;0.0;125;0.16666666666666666
74;0.03633217993079585;0.03829787234042553;0.007352941176470588;0.022222222222222223;0.01639344262295082;75;0.058823529411764705;0.0;0.08333333333333333;0.1;125;0.0;0.0;125;0.16666666666666666
75;0.03466204506065858;0.03862660944206009;0.007352941176470588;0.022222222222222223;0.0;0.07692307692307693;0.058823529411764705;0.0;0.08333333333333333;0.1;125;0.0;0.0;125;0.18181818181818182
76;0.034782608695652174;0.03879310344827586;0.007407407407407408;0.022222222222222223;0.0;0.07894736842105263;0.058823529411764705;0.0;0.08333333333333333;0.1;125;0.0;0.0;125;0.18181818181818182
77;0.034904013961605584;0.039301310043668124;0.007407407407407408;0.02247191011235955;0.0;0.07894736842105263;0.058823529411764705;0.0;0.08695652173913043;0.1;125;0.0;0.0;125;0.18181818181818182
78;0.03508771929824561;0.039473684210526314;0.007462686567164179;0.02247191011235955;0.0;0.07894736842105263;0.06060606060606061;0.0;0.045454545454545456;0.1;125;0.0;0.0;125;0.18181818181818182
79;0.0351493848857645;0.04;0.007633587786259542;0.022727272727272728;0.0;0.08108108108108109;0.06060606060606061;0.0;0.045454545454545456;0.10526315789473684;125;0.0;0.0;125;0.18181818181818182
80;0.035211267605633804;0.04017857142857143;0.007692307692307693;0.022727272727272728;0.0;0.08333333333333333;0.06060606060606061;0.0;0.045454545454545456;0.10526315789473684;125;0.0;0.0;125;0.18181818181818182
81;0.03527336860670194;0.036036036036036036;0.007751937984496124;0.022727272727272728;0.0;0.08333333333333333;0.06060606060606061;0.0;0.045454545454545456;0.10526315789473684;125;0.0;0.0;125;0.18181818181818182
82;0.03546099290780142;0.036036036036036036;0.0078125;0.022727272727272728;0.0;0.08571428571428572;0.06060606060606061;0.0;0.045454545454545456;0.10526315789473684;125;0.0;0.0;125;0.18181818181818182
83;0.035523978685612786;0.03636363636363636;0.007874015748031496;0.022727272727272728;0.0;0.08823529411764706;0.0625;0.0;0.045454545454545456;0.10526315789473684;125;0.0;0.0;125;0.18181818181818182
84;0.033807829181494664;0.03669724770642202;0.007874015748031496;0.022727272727272728;0.0;0.08823529411764706;0.0625;0.0;0.047619047619047616;0.058823529411764705;125;0.0;0.0;125;0.18181818181818182
85;0.033928571428571426;0.037037037037037035;0.007874015748031496;0.022727272727272728;0.0;0.08823529411764706;0.0625;0.0;0.047619047619047616;0.0625;125;0.0;0.0;125;0.18181818181818182
86;0.03237410071942446;0.037209302325581395;8;0.022727272727272728;0.0;0.0625;0.0625;0.0;0.047619047619047616;0.0625;125;0.0;0.0;125;0.2
87;0.032667876588021776;0.03271028037383177;0.008064516129032258;0.022988505747126436;0.0;0.0625;0.0625;0.0;0.047619047619047616;0.0625;125;0.0;0.0;0.14285714285714285;0.2
88;0.03272727272727273;0.028708133971291867;0.008130081300813009;0.023255813953488372;0.0;0.06451612903225806;0.06451612903225806;0.0;0.047619047619047616;0.06666666666666667;125;0.0;0.0;0.16666666666666666;0.2
89;0.03296703296703297;0.024154589371980676;0.008403361344537815;0.023255813953488372;0.0;0.03333333333333333;0.06451612903225806;0.0;0.047619047619047616;0.0;125;0.0;0.0;0.16666666666666666;0.2
90;0.03302752293577982;0.024271844660194174;0.008403361344537815;0.023809523809523808;0.0;0.034482758620689655;0.06451612903225806;0.0;0.047619047619047616;0.0;125;0.0;0.0;0.16666666666666666;0.2
91;0.029684601113172542;0.024509803921568627;0.008403361344537815;0.023809523809523808;0.0;0.03571428571428571;0.06666666666666667;0.0;0.047619047619047616;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
92;0.0297951582867784;0.024630541871921183;0.008403361344537815;0.024096385542168676;0.0;0.03571428571428571;0.06666666666666667;0.0;0.047619047619047616;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
93;0.02819548872180451;0.024752475247524754;0.00847457627118644;0.024691358024691357;0.0;0.03571428571428571;0.06666666666666667;0.0;0.047619047619047616;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
94;0.028517110266159697;0.024875621890547265;0.00847457627118644;0.02531645569620253;0.0;0.03571428571428571;0.06666666666666667;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
95;0.028517110266159697;0.025380710659898477;0.008547008547008548;0.02531645569620253;0.0;0.03571428571428571;0.06666666666666667;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
96;0.02857142857142857;0.025380710659898477;0.008547008547008548;0.02564102564102564;0.0;0.03571428571428571;0.06666666666666667;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
97;0.02676864244741874;0.02564102564102564;0.008547008547008548;0.02564102564102564;0.0;0.03571428571428571;0.06666666666666667;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
98;0.025096525096525095;0.02577319587628866;0.008547008547008548;0.02564102564102564;0.0;0.03571428571428571;0.06896551724137931;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
99;0.02529182879377432;0.025906735751295335;0.008620689655172414;0.02564102564102564;0.0;0.03571428571428571;0.06896551724137931;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
100;0.025490196078431372;0.026041666666666668;0.008620689655172414;0.025974025974025976;0.0;0.03571428571428571;0.06896551724137931;0.0;0.05;0.0;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111
